"pfil_gene","gene_name","contig","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj","best_anno","dummy_name","GO"
"DESI1","DESI1","NW_021940682.1",103764683,1,0,0,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA,"DESI1","DESI1","GO:0070646;GO:0016926;GO:0006611;GO:0032434"
"DESI2","DESI2","NW_021940864.1",103763309,0,2,0,1,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,"DESI2","DESI2","GO:0018215;GO:0016579;GO:0070536;GO:0070646;GO:0071108"
"DET1","DET1","NW_021939189.1",103767339,2,10,0,4,0,0,0,8,2,14,0,8,0.142857142857143,0,-Inf,Inf,0.536231884057971,1,"DET1","DET1","GO:0032436;GO:0016567;GO:0065003"
"DEUP1","DEUP1","NW_021940208.1",103767784,12,7,4,1,0,0,14,5,16,8,14,5,2,2.8,0.285714285714286,0.714285714285714,0.743266732965377,1,"DEUP1","DEUP1","GO:1903251;GO:0098535;GO:0007099;GO:0030030"
"DFFA","DFFA","NW_021940578.1",103762165,3,2,2,0,0,0,1,2,5,2,1,2,2.5,0.5,-4,5,0.5,1,"DFFA","DFFA","GO:0061077;GO:1900118;GO:0043065;GO:0032076;GO:0042981;GO:0070242;GO:1902511;GO:0006309"
"DFFB","DFFB","NW_021940578.1",103762107,2,3,0,1,0,0,0,3,2,4,0,3,0.5,0,-Inf,Inf,0.5,1,"DFFB","DFFB","GO:0030263;GO:0006309;GO:0006308"
"DGAT2","DGAT2","NW_021940498.1",103762678,1,5,1,2,0,0,0,3,2,7,0,3,0.285714285714286,0,-Inf,Inf,1,1,"DGAT2","DGAT2","GO:0036155;GO:0045722;GO:0006651;GO:0034383;GO:0006071;GO:0042572;GO:0055089;GO:0035356;GO:0006640;GO:0019432;GO:0071400;GO:0035336;GO:0090181;GO:0006629;GO:0097006;GO:0019915;GO:0042632;GO:0010867;GO:0046322;GO:0046339;GO:0050746;GO:0060613;GO:0038183"
"DGCR2","DGCR2","NW_021940379.1",103758436,0,5,0,2,0,0,6,6,0,7,6,6,0,1,1,0,0.0436016511867905,1,"DGCR2","DGCR2","GO:0009887;GO:0007155;GO:0050890"
"DGCR8","DGCR8","NW_021940379.1",103754857,5,8,0,1,0,0,4,9,5,9,4,9,0.555555555555556,0.444444444444444,-0.25,1.25,1,1,"DGCR8","DGCR8","GO:0031053;GO:0010586"
"DGKB","DGKB","NW_021940535.1",103754531,2,2,0,0,0,0,0,4,2,2,0,4,1,0,-Inf,Inf,0.428571428571429,1,"DGKB","DGKB","GO:0006654;GO:0046834;GO:0035556;GO:0046339;GO:0009617;GO:0030168;GO:0099175;GO:0046486;GO:0007205;GO:0050804"
"DGKD","DGKD","NW_021940687.1",103758542,2,12,0,2,0,0,4,11,2,14,4,11,0.142857142857143,0.363636363636364,0.607142857142857,0.392857142857143,0.39438882709183,1,"DGKD","DGKD","GO:0046339;GO:0019932;GO:0030168;GO:0046834;GO:0007165;GO:0007205;GO:0006897;GO:0035556;GO:0010033;GO:0006654;GO:0045742;GO:0007275;GO:0090038;GO:0007173;GO:0015031;GO:2000370"
"DGKE","DGKE","NW_021939798.1",103754899,2,8,0,2,0,0,0,4,2,10,0,4,0.2,0,-Inf,Inf,1,1,"DGKE","DGKE","GO:0007205;GO:0046834;GO:0006654;GO:0046339;GO:0030168;GO:0006661;GO:0050804;GO:0035556"
"DGKH","DGKH","NW_021940208.1",103767453,1,3,0,3,0,0,1,11,1,6,1,11,0.166666666666667,0.0909090909090909,-0.833333333333333,1.83333333333333,1,1,"DGKH","DGKH","GO:0030168;GO:0046834;GO:0046339;GO:0046473;GO:0035556;GO:0007205;GO:0006654"
"DGKI","DGKI","NW_021940682.1",103767610,1,5,0,1,0,0,0,6,1,6,0,6,0.166666666666667,0,-Inf,Inf,1,1,"DGKI","DGKI","GO:0046339;GO:0030168;GO:0051966;GO:0046834;GO:0007205;GO:0035556"
"DGKQ","DGKQ","NW_021940917.1",103757190,0,1,0,0,0,0,1,8,0,1,1,8,0,0.125,1,0,1,1,"DGKQ","DGKQ","GO:0046339;GO:0019933;GO:0070528;GO:0046834;GO:0010628;GO:0046486;GO:2000182;GO:0070493;GO:0018105;GO:2000064;GO:1900242;GO:0030168;GO:0006357;GO:0090181;GO:0050731;GO:0051591;GO:0010801;GO:0007186;GO:0006654;GO:0035556;GO:1903432;GO:0033198;GO:0010629;GO:0007171;GO:0007205;GO:0006111;GO:0008277"
"DGKZ","DGKZ","NW_021940750.1",103754037,1,3,2,6,0,0,4,15,3,9,4,15,0.333333333333333,0.266666666666667,-0.25,1.25,1,1,"DGKZ","DGKZ","GO:0046834;GO:0030168;GO:0046339;GO:0006654;GO:0046486;GO:0090216;GO:0016477;GO:0007205;GO:0050860;GO:0051966;GO:0035556"
"DGLUCY","DGLUCY","NW_021940750.1",103766549,3,2,0,1,0,0,12,11,3,3,12,11,1,1.09090909090909,0.0833333333333334,0.916666666666667,1,1,"DGLUCY","DGLUCY","GO:0008150;GO:0006536"
"DGUOK","LOC103759862","NW_021940780.1",103759862,1,4,2,1,0,0,1,2,3,5,1,2,0.6,0.5,-0.2,1.2,1,1,"DGUOK","DGUOK","GO:0046070;GO:0046122;GO:0008617;GO:0010977;GO:0042775;GO:0006468;GO:0006170;GO:0043101;GO:0006754"
"DHCR24","DHCR24","NW_021939546.1",103758921,1,3,0,2,0,0,0,1,1,5,0,1,0.2,0,-Inf,Inf,1,1,"DHCR24","DHCR24","GO:0006979;GO:0006915;GO:0043154;GO:0009888;GO:0008202;GO:0033490;GO:0006695;GO:0043588;GO:0043066;GO:1901214;GO:0033489;GO:0007050"
"DHCR7","DHCR7","NW_021940711.1",103764812,0,5,0,0,0,0,2,3,0,5,2,3,0,0.666666666666667,1,0,0.444444444444444,1,"DHCR7","DHCR7","GO:0016126;GO:0033490;GO:0033489;GO:0006695;GO:0045540;GO:0016132"
"DHDDS","DHDDS","NW_021940628.1",103754690,1,6,1,1,0,0,0,4,2,7,0,4,0.285714285714286,0,-Inf,Inf,1,1,"DHDDS","DHDDS","GO:0006489;GO:0016094"
"DHFR","DHFR","NW_021939718.1",103756964,0,0,0,0,0,0,2,1,0,0,2,1,NA,2,NA,NA,NA,NA,"DHFR","DHFR","GO:0046654;GO:0006729;GO:0046452;GO:0046655;GO:0031103;GO:2000121;GO:0031427;GO:0051000;GO:0017148;GO:0000083;GO:0006730;GO:0046653;GO:0006545"
"DHODH","DHODH","NW_021938838.1",103761035,3,5,0,1,0,0,1,4,3,6,1,4,0.5,0.25,-1,2,1,1,"DHODH","DHODH","GO:0042594;GO:0042493;GO:0043065;GO:0007565;GO:0009220;GO:1903576;GO:0046134;GO:0007595;GO:0090140;GO:0006207;GO:0044205;GO:0031000"
"DHRS11","DHRS11","NW_021940796.1",103763830,0,3,0,0,0,0,0,1,0,3,0,1,0,0,NA,NA,NA,NA,"DHRS11","DHRS11","GO:0006703;GO:0006694"
"DHRS12","DHRS12","NW_021940208.1",103762457,7,2,0,0,0,0,5,3,7,2,5,3,3.5,1.66666666666667,-1.1,2.1,0.619909502262443,1,"DHRS12",NA,NA
"DHRS13","DHRS13","NW_021940460.1",103763780,4,3,2,1,0,0,0,1,6,4,0,1,1.5,0,-Inf,Inf,0.454545454545455,1,"DHRS13","DHRS13","GO:0042572;GO:0042574"
"DHRS3","DHRS3","NW_021940578.1",103762056,2,2,0,0,0,0,0,1,2,2,0,1,1,0,-Inf,Inf,1,1,"DHRS3","DHRS3","GO:0003151;GO:0022900;GO:0048385;GO:0001523;GO:0007601;GO:0030278;GO:0060021;GO:0042572;GO:0060411;GO:0060349;GO:0048387"
"DHRS7","DHRS7","NW_021940750.1",103756180,2,5,0,1,0,0,0,4,2,6,0,4,0.333333333333333,0,-Inf,Inf,0.515151515151515,1,"DHRS7",NA,NA
"DHRS7B","DHRS7B","NW_021938949.1",103761457,3,2,0,2,0,0,1,2,3,4,1,2,0.75,0.5,-0.5,1.5,1,1,"DHRS7B","DHRS7B","GO:0008150"
"DHRS7C","DHRS7C","NW_021939798.1",103766634,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,"DHRS7C","DHRS7C","GO:0010880"
"DHRS9","DHRS9","NW_021939632.1",103764233,3,1,1,0,0,0,8,7,4,1,8,7,4,1.14285714285714,-2.5,3.5,0.602683178534572,1,"RDH5","RDH5_pp_1","GO:0001523;GO:0042572;GO:0050896;GO:0007601;GO:0008202"
"DHRSX","DHRSX","NW_021940208.1",103767265,2,2,2,2,0,0,9,3,4,4,9,3,1,3,0.666666666666667,0.333333333333333,0.356346749226006,1,"DHRSX","DHRSX","GO:0010508"
"DHTKD1","DHTKD1","NW_021938999.1",103759772,2,10,2,3,0,0,3,4,4,13,3,4,0.307692307692308,0.75,0.58974358974359,0.41025641025641,0.374234334188568,1,"DHTKD1","DHTKD1","GO:0006091;GO:0006099;GO:0006096;GO:0002244"
"DHX15","DHX15","NW_021938789.1",103763584,1,5,0,1,0,0,1,11,1,6,1,11,0.166666666666667,0.0909090909090909,-0.833333333333333,1.83333333333333,1,1,"DHX15","DHX15","GO:0043279;GO:0009636;GO:0000398;GO:0006397;GO:0008380"
"DHX29","DHX29","NW_021940508.1",103765161,5,5,0,2,1,0,4,22,6,7,4,22,0.857142857142857,0.181818181818182,-3.71428571428571,4.71428571428571,0.0564135992579017,1,"DHX29","DHX29","GO:0045948;GO:0042255;GO:0001731"
"DHX30","DHX30","NW_021940807.1",103756393,2,10,0,3,0,1,0,8,2,14,0,8,0.142857142857143,0,-Inf,Inf,0.536231884057971,1,"DHX30","DHX30","GO:0007417;GO:1902775"
"DHX32","DHX32","NW_021940541.1",103761906,7,13,3,2,0,1,1,5,10,16,1,5,0.625,0.2,-2.125,3.125,0.636749165739711,1,"DHX32",NA,NA
"DHX33","DHX33","NW_021940460.1",103763601,8,7,1,1,0,0,4,5,9,8,4,5,1.125,0.8,-0.40625,1.40625,1,1,"DHX33","DHX33","GO:0051092;GO:0045943;GO:0032481;GO:1900227;GO:0006413;GO:0043410"
"DHX35","DHX35","NW_021939960.1",103754239,2,1,0,1,0,0,1,6,2,2,1,6,1,0.166666666666667,-5,6,0.490909090909091,1,"DHX35","DHX35","GO:0001701;GO:0000398"
"DHX36","DHX36","NW_021940571.1",103761218,3,11,0,2,0,0,1,9,3,13,1,9,0.230769230769231,0.111111111111111,-1.07692307692308,2.07692307692308,1,1,"DHX36","DHX36","GO:0006359;GO:0007283;GO:0010501;GO:0010628;GO:0032481;GO:1904582;GO:0061158;GO:0017148;GO:2000767;GO:0061003;GO:0060261;GO:0032206;GO:0001503;GO:0034605;GO:0045995;GO:0090669;GO:1900153;GO:1904358;GO:0032727;GO:0044806;GO:1901534;GO:0002735;GO:0043330;GO:1903843;GO:0045087;GO:1902064;GO:0043488;GO:0034644;GO:0031442;GO:0032508;GO:0045944;GO:0051891;GO:0051607;GO:0043123"
"DHX37","DHX37","NW_021940379.1",103760238,11,20,1,4,0,0,2,6,12,24,2,6,0.5,0.333333333333333,-0.5,1.5,1,1,"DHX37","DHX37","GO:0006364;GO:0042254;GO:0042255;GO:0007420;GO:2000020;GO:0000462"
"DHX38","DHX38","NW_021938838.1",103761037,1,18,0,2,0,2,1,9,1,22,1,9,0.0454545454545455,0.111111111111111,0.590909090909091,0.409090909090909,0.520833333333333,1,"DHX38","DHX38","GO:0000398;GO:0006405;GO:0006406;GO:0031124"
"DHX40","DHX40","NW_021940460.1",103763819,1,7,1,2,0,0,3,9,2,9,3,9,0.222222222222222,0.333333333333333,0.333333333333333,0.666666666666667,1,1,"DHX40",NA,NA
"DHX57","DHX57","NW_021940822.1",103766090,2,10,1,1,0,0,4,18,3,11,4,18,0.272727272727273,0.222222222222222,-0.227272727272727,1.22727272727273,1,1,"DHX57",NA,NA
"DHX58","DHX58","NW_021940764.1",103757796,5,15,2,1,0,0,5,8,7,16,5,8,0.4375,0.625,0.3,0.7,0.719916309126543,1,"DHX58","DHX58","GO:0016032;GO:0009615;GO:1900246;GO:0032480;GO:0045088;GO:0032728;GO:0009617;GO:0039536;GO:0045824;GO:0051607;GO:0039534;GO:0032481;GO:1900245;GO:0045087"
"DHX8","DHX8","NW_021940764.1",103757752,4,20,0,5,0,0,2,19,4,25,2,19,0.16,0.105263157894737,-0.52,1.52,1,1,"DHX8","DHX8","GO:0008380;GO:0000398;GO:0000390;GO:0006396"
"DHX9","DHX9","NW_021940744.1",103764006,6,15,1,1,0,0,11,7,7,16,11,7,0.4375,1.57142857142857,0.721590909090909,0.278409090909091,0.0639880760035946,1,"DHX9","DHX9","GO:0001649;GO:0045089;GO:0000380;GO:0071356;GO:0045944;GO:1904973;GO:0045087;GO:0000398;GO:0051092;GO:0050434;GO:0071360;GO:1903608;GO:0050684;GO:2000373;GO:0070922;GO:0050729;GO:0070934;GO:0006260;GO:1905698;GO:0051028;GO:0046833;GO:0060760;GO:0010501;GO:0070269;GO:2000637;GO:0032508;GO:2000765;GO:0048511;GO:0032741;GO:0032481;GO:0044806;GO:0050691;GO:0030423;GO:0006954;GO:0006357;GO:0039695;GO:0032727;GO:0032728;GO:0006353;GO:0032760;GO:0034622;GO:0048146;GO:2000767;GO:0032755;GO:0045739;GO:0045740"
"DIABLO","DIABLO","NW_021940379.1",103760265,0,2,1,1,0,0,6,7,1,3,6,7,0.333333333333333,0.857142857142857,0.611111111111111,0.388888888888889,0.602941176470588,1,"DIABLO","DIABLO","GO:0097193;GO:0008635;GO:0006915;GO:0008631;GO:0008625;GO:0051402;GO:0043065;GO:0006919"
"DIAPH2","DIAPH2","NW_021939395.1",103763954,2,14,0,2,0,0,0,12,2,16,0,12,0.125,0,-Inf,Inf,0.503448275862069,1,"DIAPH2","DIAPH2","GO:0007015;GO:0048477;GO:0007292;GO:0007275"
"DIAPH3","DIAPH3","NW_021940208.1",103767447,4,7,0,0,0,0,3,10,4,7,3,10,0.571428571428571,0.3,-0.904761904761905,1.9047619047619,0.659134248665141,1,"DIAPH3","DIAPH3","GO:0030041;GO:0030036;GO:0007010"
"DICER1","DICER1","NW_021940750.1",103766527,7,3,1,3,0,0,4,16,8,6,4,16,1.33333333333333,0.25,-4.33333333333333,5.33333333333333,0.0355733423610775,1,"DICER1","DICER1","GO:0030422;GO:0035196;GO:0035280;GO:0030423;GO:0048812;GO:0032290;GO:0031643;GO:0038061;GO:0035087;GO:0090501;GO:0031054;GO:0036404;GO:0021675;GO:0090502;GO:0035148;GO:0014040;GO:0010626;GO:0000122;GO:0006309;GO:0010629;GO:0033168;GO:0032720;GO:0010586"
"DIDO1","DIDO1","NW_021939960.1",103765851,17,13,1,6,0,1,23,25,18,20,23,25,0.9,0.92,0.0217391304347826,0.978260869565217,1,1,"DIDO1","DIDO1","GO:0097190;GO:0006351"
"DIMT1","DIMT1","NW_021939324.1",103766586,1,1,0,0,0,0,0,2,1,1,0,2,1,0,-Inf,Inf,1,1,"DIMT1","DIMT1","GO:0031167;GO:2000234"
"DIO1","DIO1","NW_021939546.1",103758888,0,0,0,2,0,0,3,3,0,2,3,3,0,1,1,0,0.464285714285714,1,"DIO1","DIO1","GO:0042446;GO:0042403;GO:0006520;GO:0006590"
"DIO2","DIO2","NW_021940750.1",103758734,2,1,0,0,0,0,3,3,2,1,3,3,2,1,-1,2,1,1,"DIO2","DIO2","GO:0042403;GO:0050873;GO:0006590;GO:0001514;GO:0120162;GO:0042404;GO:0042446"
"DIO3","DIO3","NW_021940750.1",103753734,1,0,0,1,0,0,0,1,1,1,0,1,1,0,-Inf,Inf,1,1,"DIO3","DIO3","GO:0042480;GO:0042404;GO:0042403;GO:0040018;GO:0097474;GO:0046549;GO:0042446;GO:0006590"
"DIP2A","DIP2A","NW_021939471.1",103754804,2,12,0,0,0,0,1,15,2,12,1,15,0.166666666666667,0.0666666666666667,-1.5,2.5,0.586206896551724,1,"DIP2A","DIP2A","GO:2000758;GO:0060997;GO:0010629;GO:0006085"
"DIP2B","DIP2B","NW_021938948.1",103760588,1,21,0,2,0,0,1,14,1,23,1,14,0.0434782608695652,0.0714285714285714,0.391304347826087,0.608695652173913,1,1,"DIP2B","DIP2B","GO:2000758;GO:0008150;GO:0030517"
"DIP2C","DIP2C","NW_021940535.1",103756428,2,14,0,7,0,1,1,14,2,22,1,14,0.0909090909090909,0.0714285714285714,-0.272727272727273,1.27272727272727,1,1,"DIP2C","DIP2C","GO:0008150"
"DIPK1A","DIPK1A","NW_021939546.1",103755908,2,0,0,0,0,0,2,4,2,0,2,4,Inf,0.5,-Inf,Inf,0.428571428571429,1,"DIPK1A",NA,NA
"DIPK1B","DIPK1B","NW_021940039.1",103760707,1,11,0,1,0,0,1,5,1,12,1,5,0.0833333333333333,0.2,0.583333333333333,0.416666666666667,1,1,"DIPK1B",NA,NA
"DIPK1C","DIPK1C","NW_021939256.1",103764749,1,4,0,2,0,0,7,5,1,6,7,5,0.166666666666667,1.4,0.880952380952381,0.119047619047619,0.14729697547035,1,"DIPK1C",NA,NA
"DIPK2A","DIPK2A","NW_021940207.1",103758983,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA,"DIPK2A","DIPK2A","GO:0060038;GO:0014066;GO:0034392;GO:1900020"
"DIPK2B","DIPK2B","NW_021940813.1",103756774,3,12,2,4,0,2,0,6,5,18,0,6,0.277777777777778,0,-Inf,Inf,0.552608311229001,1,"DIPK2B",NA,NA
"DIRAS2","DIRAS2","NW_021940917.1",103759571,0,3,0,0,0,0,0,3,0,3,0,3,0,0,NA,NA,NA,NA,"DIRAS2","DIRAS2","GO:0043406;GO:0007165"
"DIRAS3","DIRAS3","NW_021939546.1",103755935,0,0,0,0,0,0,0,2,0,0,0,2,NA,0,NA,NA,NA,NA,"DIRAS1","DIRAS1_pp_1","GO:0007165;GO:0043406"
"DIS3","DIS3","NW_021940208.1",103760835,5,5,0,1,0,0,3,8,5,6,3,8,0.833333333333333,0.375,-1.22222222222222,2.22222222222222,0.659442724458205,1,"DIS3","DIS3","GO:0071034;GO:0043488;GO:0050790;GO:0043928;GO:0016075;GO:0090503;GO:0006364"
"DIS3L","DIS3L","NW_021939189.1",103757034,9,11,4,2,0,1,9,15,13,14,9,15,0.928571428571429,0.6,-0.547619047619048,1.54761904761905,0.573040540702124,1,"DIS3L","DIS3L","GO:0016075;GO:0090503"
"DIS3L2","DIS3L2","NW_021940207.1",103758253,5,10,1,2,0,0,4,7,6,12,4,7,0.5,0.571428571428571,0.125,0.875,1,1,"DIS3L2","DIS3L2","GO:1990074;GO:0019827;GO:0010587;GO:0090503;GO:0051306;GO:0006402;GO:0000278;GO:0000291;GO:0051301;GO:0034427;GO:0008285"
"DISC1","DISC1","NW_021940517.1",103757450,13,9,1,2,0,0,7,6,14,11,7,6,1.27272727272727,1.16666666666667,-0.0909090909090908,1.09090909090909,1,1,"DISC1","DISC1","GO:0045773;GO:0000226;GO:0071539;GO:0031929;GO:0090128;GO:2000060;GO:0001764;GO:0032091;GO:0002052;GO:0051602;GO:0010975;GO:0060998;GO:0001954;GO:1905515;GO:0051560;GO:0060070;GO:0051966;GO:0060271;GO:0021846;GO:0021852;GO:0010976;GO:0030177"
"DISP1","DISP1","NW_021940864.1",103754079,9,8,2,1,0,0,9,16,11,9,9,16,1.22222222222222,0.5625,-1.17283950617284,2.17283950617284,0.239465232889577,1,"DISP1","DISP1","GO:0050708;GO:0015833;GO:0060539;GO:0070207;GO:0098656"
"DISP2","DISP2","NW_021940711.1",103760007,16,24,0,4,0,0,5,18,16,28,5,18,0.571428571428571,0.277777777777778,-1.05714285714286,2.05714285714286,0.274784527688037,1,"DISP2","DISP2","GO:0007224"
"DISP3","DISP3","NW_021940578.1",103762070,8,35,0,9,1,0,4,10,9,44,4,10,0.204545454545455,0.4,0.488636363636364,0.511363636363636,0.446864077844906,1,"DISP3","DISP3","GO:0045665;GO:2000179;GO:0007224;GO:0030154;GO:0042632;GO:0032368;GO:0008203;GO:0045834"
"DIXDC1","DIXDC1","NW_021940545.1",103762246,4,17,1,2,0,0,1,5,5,19,1,5,0.263157894736842,0.2,-0.315789473684211,1.31578947368421,1,1,"DIXDC1","DIXDC1","GO:0032956;GO:0060070;GO:0030177;GO:0070507;GO:0045665;GO:0021869;GO:0021799"
"DKC1","DKC1","NW_021939395.1",103767734,6,7,1,2,0,0,3,4,7,9,3,4,0.777777777777778,0.75,-0.037037037037037,1.03703703703704,1,1,"DKC1","DKC1","GO:0032212;GO:0000495;GO:0000455;GO:0007004;GO:0006364;GO:0090666;GO:0051973;GO:0090669;GO:1990481;GO:0006396;GO:0031118;GO:1904874;GO:1904871;GO:1904872;GO:0031120;GO:1904851"
"DKK1","DKK1","NW_021940593.1",108640919,2,0,0,0,0,0,1,0,2,0,1,0,Inf,Inf,NA,NA,NA,NA,"DKK1","DKK1","GO:1904338;GO:1904723;GO:0060173;GO:0090647;GO:0000122;GO:0060394;GO:0090090;GO:2000096;GO:0033137;GO:0090082;GO:1901296;GO:2000272;GO:2000726;GO:0043507;GO:0010942;GO:1902949;GO:0042663;GO:0010628;GO:0043066;GO:0002090;GO:0045813;GO:1901216;GO:0032091;GO:0030279;GO:0042662;GO:0007611;GO:0016055;GO:0098883;GO:0030178"
"DKK2","DKK2","NW_021938789.1",103766181,0,4,0,0,0,0,1,3,0,4,1,3,0,0.333333333333333,1,0,1,1,"DKK2","DKK2","GO:0016055;GO:0090090;GO:0007275;GO:2000272;GO:0090263"
"DKK3","DKK3","NW_021940291.1",103764441,3,2,0,1,0,0,2,3,3,3,2,3,1,0.666666666666667,-0.5,1.5,1,1,"DKK3","DKK3","GO:1902613;GO:0032348;GO:2000272;GO:2000065;GO:0016055;GO:0017015;GO:0009653;GO:0090090;GO:0045892;GO:0030325"
"DLAT","DLAT","NW_021940545.1",103762281,3,7,0,3,0,0,0,4,3,10,0,4,0.3,0,-Inf,Inf,0.541176470588235,1,"DLAT","DLAT","GO:0006006;GO:0006086;GO:0006099;GO:0030431;GO:0018215;GO:0006090"
"DLC1","DLC1","NW_021938789.1",103760899,9,10,1,3,0,0,9,18,10,13,9,18,0.769230769230769,0.5,-0.538461538461539,1.53846153846154,0.563022596578233,1,"DLC1","DLC1","GO:0021575;GO:0051497;GO:0030336;GO:0008285;GO:0030036;GO:0035307;GO:0006915;GO:1900119;GO:0030900;GO:0048041;GO:0006919;GO:0008360;GO:0003007;GO:0051056;GO:0043547;GO:0035024;GO:0035023;GO:0001843;GO:0032956;GO:0007165;GO:0051895"
"DLD","DLD","NW_021938999.1",103755634,0,2,0,2,0,0,0,1,0,4,0,1,0,0,NA,NA,NA,NA,"DLD","DLD","GO:0009106;GO:0048240;GO:0042391;GO:0051068;GO:0006090;GO:0007568;GO:0061732;GO:0106077;GO:0006099;GO:0007369;GO:0009083;GO:0006554;GO:0006120;GO:0045454;GO:0006508;GO:0006103"
"DLEC1","DLEC1","NW_021938949.1",103764350,15,18,5,4,0,0,16,11,20,22,16,11,0.909090909090909,1.45454545454545,0.375,0.625,0.459682161084307,1,"DLEC1","DLEC1","GO:0008285"
"DLG1","DLG1","NW_021940207.1",103758913,1,12,0,2,0,0,1,18,1,14,1,18,0.0714285714285714,0.0555555555555556,-0.285714285714286,1.28571428571429,1,1,"DLG1","DLG1","GO:0098911;GO:0048608;GO:0043622;GO:0042130;GO:0050680;GO:0042110;GO:0048745;GO:0043268;GO:1902305;GO:0048704;GO:0046710;GO:0070830;GO:0072659;GO:0042982;GO:0098609;GO:0070373;GO:0051660;GO:2000134;GO:1903764;GO:1902473;GO:1903078;GO:0043113;GO:1903753;GO:0042391;GO:0030432;GO:0000165;GO:0006470;GO:0051898;GO:2000310;GO:1903760;GO:0099645;GO:0030953;GO:1903286;GO:0060022;GO:0002088;GO:0001658;GO:0000122;GO:0030866;GO:0001771;GO:0008284;GO:0046037;GO:1901222;GO:0001935;GO:0030838;GO:0007163;GO:0031579;GO:0007015;GO:0034629;GO:0008360;GO:0097120;GO:0031641;GO:0016032;GO:0007268;GO:0009790;GO:0099562;GO:0032147;GO:0045197"
"DLG3","DLG3","NW_021939395.1",103767719,5,13,1,6,0,0,2,1,6,19,2,1,0.315789473684211,2,0.842105263157895,0.157894736842105,0.188034188034188,1,"DLG3","DLG3","GO:0043113;GO:0097120;GO:0045197;GO:2000310;GO:0098609;GO:0000165;GO:0010923;GO:0009790;GO:0061098;GO:0008285"
"DLG5","DLG5","NW_021939122.1",103762962,7,14,1,4,0,0,11,37,8,18,11,37,0.444444444444444,0.297297297297297,-0.494949494949495,1.49494949494949,0.57864123861223,1,"DLG5","DLG5","GO:0001837;GO:0030859;GO:0065003;GO:0007165;GO:0008285;GO:0030011;GO:0060999;GO:0042130;GO:0072205;GO:0030336;GO:0098609;GO:0045197;GO:0045186;GO:0060441;GO:0035331;GO:0045176;GO:0030901;GO:0042981;GO:0035556;GO:0045880;GO:0035332;GO:0071896;GO:0051965"
"DLGAP1","DLGAP1","NW_021939396.1",103759182,2,9,1,4,0,0,0,5,3,13,0,5,0.230769230769231,0,-Inf,Inf,0.548872180451128,1,"DLGAP1","DLGAP1","GO:0007268;GO:0098962"
"DLGAP2","DLGAP2","NW_021938895.1",103765766,3,6,0,1,0,0,1,6,3,7,1,6,0.428571428571429,0.166666666666667,-1.57142857142857,2.57142857142857,0.602941176470588,1,"DLGAP2","DLGAP2","GO:0007270;GO:0098962"
"DLGAP3","DLGAP3","NW_021940628.1",103756585,5,13,1,4,0,0,2,4,6,17,2,4,0.352941176470588,0.5,0.294117647058823,0.705882352941177,1,1,"DLGAP3","DLGAP3","GO:0099563;GO:0098962;GO:0023052"
"DLGAP4","DLGAP4","NW_021940906.1",103767217,4,5,1,5,0,0,5,16,5,10,5,16,0.5,0.3125,-0.6,1.6,0.708598779788991,1,"DLGAP4","DLGAP4","GO:0098962;GO:0023052"
"DLGAP5","DLGAP5","NW_021940750.1",103754136,17,18,2,3,0,0,9,5,19,21,9,5,0.904761904761905,1.8,0.497354497354497,0.502645502645503,0.358159418760419,1,"DLGAP5","DLGAP5","GO:0051382;GO:0007079;GO:0007052;GO:0051642;GO:0007059;GO:0007346;GO:0045842;GO:0007221"
"DLK1","DLK1","NW_021940750.1",103753768,5,4,2,2,0,0,3,5,7,6,3,5,1.16666666666667,0.6,-0.944444444444444,1.94444444444444,0.659442724458204,1,"DLK1","DLK1","GO:0030154;GO:0045746"
"DLK2","DLK2","NW_021940864.1",103765815,0,1,1,0,0,0,3,5,1,1,3,5,1,0.6,-0.666666666666667,1.66666666666667,1,1,"DLK2","DLK2","GO:0045746;GO:0045598"
"DLL1","DLL1","NW_021940517.1",103757466,2,2,0,0,0,0,1,5,2,2,1,5,1,0.2,-4,5,0.5,1,"DLL1","DLL1","GO:0046331;GO:0060853;GO:0048665;GO:0072583;GO:0007219;GO:0060041;GO:0097009;GO:0072070;GO:0072014;GO:0045747;GO:0045807;GO:0048839;GO:0045638;GO:0040008;GO:0070986;GO:0008285;GO:0048633;GO:0045596;GO:0045944;GO:0001709;GO:0097102;GO:0007386;GO:0098773;GO:0035265;GO:0001757;GO:0045605;GO:0030154;GO:1903672;GO:2000726;GO:0001756;GO:0048630;GO:0003323;GO:0021688;GO:0030097;GO:0060042;GO:0048631;GO:0032693;GO:0030857;GO:0007368;GO:0050767;GO:0002315;GO:0097150;GO:0001947;GO:0008284;GO:0008217;GO:0030155;GO:1900746;GO:0051302;GO:0034351;GO:0014002;GO:0045665;GO:0045746;GO:0014807;GO:0021510;GO:0021693;GO:0045662;GO:0072006;GO:0045608;GO:0009954"
