"contig","gene_name","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj"
"NW_021938838.1","NFATC3","103766396",2,6,0,1,0,0,3,6,2,7,3,6,0.285714285714286,0.5,0.428571428571429,0.571428571428571,1,1
"NW_021938838.1","ESRP2","103766374",5,1,0,2,0,0,2,14,5,3,2,14,1.66666666666667,0.142857142857143,-10.6666666666667,11.6666666666667,0.0207336523125997,1
"NW_021938838.1","LOC103766372","103766372",1,2,1,0,0,0,8,5,2,2,8,5,1,1.6,0.375,0.625,1,1
"NW_021938838.1","PLA2G15","103766395",0,3,0,0,0,0,2,13,0,3,2,13,0,0.153846153846154,1,0,1,1
"NW_021938838.1","SMPD3","103766371",3,3,1,2,0,0,3,4,4,5,3,4,0.8,0.75,-0.0666666666666667,1.06666666666667,1,1
"NW_021938838.1","PRMT7","103766392",4,3,1,2,0,0,6,13,5,5,6,13,1,0.461538461538462,-1.16666666666667,2.16666666666667,0.431998286571,1
"NW_021938838.1","SLC7A6OS","103765372",4,0,0,0,0,0,2,2,4,0,2,2,Inf,1,-Inf,Inf,0.428571428571429,1
"NW_021938838.1","SLC7A6","103766370",1,1,0,1,0,1,3,8,1,3,3,8,0.333333333333333,0.375,0.111111111111111,0.888888888888889,1,1
"NW_021938838.1","LOC115308023","115308023",5,2,1,0,0,0,14,6,6,2,14,6,3,2.33333333333333,-0.285714285714286,1.28571428571429,1,1
"NW_021938838.1","OSGIN1","103766368",2,8,1,0,0,0,8,7,3,8,8,7,0.375,1.14285714285714,0.671875,0.328125,0.246294925292771,1
"NW_021938838.1","NECAB2","103766391",3,4,0,0,0,0,0,4,3,4,0,4,0.75,0,-Inf,Inf,0.236363636363637,1
"NW_021938838.1","SLC38A8","103766390",2,6,0,0,0,0,1,0,2,6,1,0,0.333333333333333,Inf,1,0,0.333333333333333,1
"NW_021938838.1","MBTPS1","103766367",0,13,0,3,0,0,0,18,0,16,0,18,0,0,NA,NA,NA,NA
"NW_021938838.1","HSDL1","103766366",1,3,1,0,0,0,7,7,2,3,7,7,0.666666666666667,1,0.333333333333333,0.666666666666667,1,1
"NW_021938838.1","DNAAF1","103766389",8,3,0,1,0,0,16,12,8,4,16,12,2,1.33333333333333,-0.5,1.5,0.729403629894371,1
"NW_021938838.1","HSF4","103766365",3,3,0,0,0,0,2,5,3,3,2,5,1,0.4,-1.5,2.5,0.592074592074592,1
"NW_021938838.1","TRADD","103766364",5,3,0,0,0,0,2,3,5,3,2,3,1.66666666666667,0.666666666666667,-1.5,2.5,0.592074592074592,1
"NW_021938838.1","B3GNT9","103766363",5,6,1,0,0,0,3,14,6,6,3,14,1,0.214285714285714,-3.66666666666667,4.66666666666667,0.1059107808733,1
"NW_021938838.1","CUNH16orf70","103766388",0,0,0,4,0,0,0,1,0,4,0,1,0,0,NA,NA,NA,NA
"NW_021938838.1","CBFB","103766387",0,1,0,0,0,0,0,3,0,1,0,3,0,0,NA,NA,NA,NA
"NW_021938838.1","GNAO1","103766386",0,0,0,1,0,0,0,5,0,1,0,5,0,0,NA,NA,NA,NA
"NW_021938838.1","AMFR","103766362",1,1,0,0,0,0,0,7,1,1,0,7,1,0,-Inf,Inf,0.222222222222222,1
"NW_021938838.1","NUDT21","103766385",0,4,0,1,0,0,0,5,0,5,0,5,0,0,NA,NA,NA,NA
"NW_021938838.1","OGFOD1","103766384",5,7,1,0,0,0,2,4,6,7,2,4,0.857142857142857,0.5,-0.714285714285714,1.71428571428571,1,1
"NW_021938838.1","BBS2","103766383",1,10,2,2,0,0,1,12,3,12,1,12,0.25,0.0833333333333333,-2,3,0.6,1
"NW_021938838.1","LOC115308032","115308032",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021938838.1","NUP93","103766361",1,7,1,3,0,0,1,7,2,10,1,7,0.2,0.142857142857143,-0.4,1.4,1,1
"NW_021938838.1","SLC12A3","103766381",8,24,0,3,0,0,5,7,8,27,5,7,0.296296296296296,0.714285714285714,0.585185185185185,0.414814814814815,0.26871357755629,1
"NW_021938838.1","TMEM170A","108641801",0,1,0,0,0,0,3,1,0,1,3,1,0,3,1,0,0.4,1
"NW_021938838.1","CFDP1","103766380",0,2,0,0,0,0,1,3,0,2,1,3,0,0.333333333333333,1,0,1,1
"NW_021938838.1","BCAR1","103766379",7,9,1,0,0,0,4,12,8,9,4,12,0.888888888888889,0.333333333333333,-1.66666666666667,2.66666666666667,0.281752672051071,1
"NW_021938838.1","LOC103766378","103766378",0,4,0,0,0,0,1,0,0,4,1,0,0,Inf,1,0,0.2,1
"NW_021938838.1","LDHD","108641802",9,13,0,0,0,0,1,1,9,13,1,1,0.692307692307692,1,0.307692307692308,0.692307692307692,1,1
"NW_021938838.1","ZNRF1","115308031",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","WDR59","103753917",2,15,0,2,0,0,1,8,2,17,1,8,0.117647058823529,0.125,0.0588235294117647,0.941176470588235,1,1
"NW_021938838.1","FA2H","103753932",1,4,2,0,0,0,3,4,3,4,3,4,0.75,0.75,0,1,1,1
"NW_021938838.1","MLKL","103753933",3,9,0,1,0,0,1,2,3,10,1,2,0.3,0.5,0.4,0.6,1,1
"NW_021938838.1","RFWD3","103753935",13,8,1,1,0,0,18,11,14,9,18,11,1.55555555555556,1.63636363636364,0.0493827160493827,0.950617283950617,1,1
"NW_021938838.1","LOC108642099","108642099",0,1,1,1,0,0,0,1,1,2,0,1,0.5,0,-Inf,Inf,1,1
"NW_021938838.1","GLG1","103753936",0,9,0,3,0,0,2,11,0,12,2,11,0,0.181818181818182,1,0,0.48,1
"NW_021938838.1","PDPR","103753918",0,8,1,3,0,0,1,15,1,11,1,15,0.0909090909090909,0.0666666666666667,-0.363636363636364,1.36363636363636,1,1
"NW_021938838.1","ST3GAL2","103753919",0,4,0,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","FCSK","103753937",4,15,2,4,0,0,3,14,6,19,3,14,0.315789473684211,0.214285714285714,-0.473684210526316,1.47368421052632,0.716412373665262,1
"NW_021938838.1","COG4","103753938",2,6,0,5,0,0,0,5,2,11,0,5,0.181818181818182,0,-Inf,Inf,1,1
"NW_021938838.1","SF3B3","103753920",0,12,0,3,0,0,1,11,0,15,1,11,0,0.0909090909090909,1,0,0.444444444444444,1
"NW_021938838.1","IL34","103753921",3,2,1,4,0,0,0,2,4,6,0,2,0.666666666666667,0,-Inf,Inf,0.515151515151515,1
"NW_021938838.1","MTSS2","103753940",2,8,0,3,1,1,0,11,3,12,0,11,0.25,0,-Inf,Inf,0.238461538461538,1
"NW_021938838.1","VAC14","103753941",6,3,3,5,0,0,4,12,9,8,4,12,1.125,0.333333333333333,-2.375,3.375,0.157056955393271,1
"NW_021938838.1","HYDIN","103753942",1,2,0,0,0,0,2,0,1,2,2,0,0.5,Inf,1,0,0.4,1
"NW_021938838.1","CMTR2","103753922",4,13,1,3,0,0,8,9,5,16,8,9,0.3125,0.888888888888889,0.6484375,0.3515625,0.177618107540243,1
"NW_021938838.1","PNP","103753943",3,2,0,2,0,0,4,6,3,4,4,6,0.75,0.666666666666667,-0.125,1.125,1,1
"NW_021938838.1","CALB2","103753944",0,1,0,1,0,0,2,5,0,2,2,5,0,0.4,1,0,1,1
"NW_021938838.1","GOT2","103753946",1,8,0,1,0,0,2,7,1,9,2,7,0.111111111111111,0.285714285714286,0.611111111111111,0.388888888888889,0.582043343653251,1
"NW_021938838.1","SLC38A7","103753947",1,10,2,3,0,0,1,5,3,13,1,5,0.230769230769231,0.2,-0.153846153846154,1.15384615384615,1,1
"NW_021938838.1","CNOT1","103753923",2,13,0,5,0,0,2,24,2,18,2,24,0.111111111111111,0.0833333333333333,-0.333333333333333,1.33333333333333,1,1
"NW_021938838.1","SETD6","103753924",3,8,0,0,0,0,2,3,3,8,2,3,0.375,0.666666666666667,0.4375,0.5625,1,1
"NW_021938838.1","LOC103753948","103753948",0,3,0,2,0,0,0,3,0,5,0,3,0,0,NA,NA,NA,NA
"NW_021938838.1","ATP6V0D1","103753950",0,2,0,0,0,0,0,1,0,2,0,1,0,0,NA,NA,NA,NA
"NW_021938838.1","HSD11B2","103753951",0,1,0,1,0,0,3,2,0,2,3,2,0,1.5,1,0,0.428571428571428,1
"NW_021938838.1","FHOD1","103753952",6,17,2,6,0,0,6,17,8,23,6,17,0.347826086956522,0.352941176470588,0.0144927536231884,0.985507246376812,1,1
"NW_021938838.1","SLC9A5","103753953",1,10,0,3,0,0,2,4,1,13,2,4,0.0769230769230769,0.5,0.846153846153846,0.153846153846154,0.201754385964912,1
"NW_021938838.1","LOC108641820","108641820",5,10,5,5,0,0,9,11,10,15,9,11,0.666666666666667,0.818181818181818,0.185185185185185,0.814814814814815,0.76972302011089,1
"NW_021938838.1","PLEKHG4","103753954",4,12,0,2,0,2,6,10,4,16,6,10,0.25,0.6,0.583333333333333,0.416666666666667,0.285266457680251,1
"NW_021938838.1","TPPP3","103753926",0,4,0,2,0,0,1,4,0,6,1,4,0,0.25,1,0,0.454545454545455,1
"NW_021938838.1","ZDHHC1","103753927",7,10,1,0,0,0,4,7,8,10,4,7,0.8,0.571428571428571,-0.4,1.4,0.716689023909098,1
"NW_021938838.1","LOC108641823","108641823",8,9,0,4,0,0,3,9,8,13,3,9,0.615384615384615,0.333333333333333,-0.846153846153846,1.84615384615385,0.702595972485221,1
"NW_021938838.1","LOC103753957","103753957",2,7,0,2,0,2,0,1,2,11,0,1,0.181818181818182,0,-Inf,Inf,1,1
"NW_021938838.1","AARS1","103753928",1,11,0,4,0,0,2,8,1,15,2,8,0.0666666666666667,0.25,0.733333333333333,0.266666666666667,0.538461538461539,1
"NW_021938838.1","LOC103753958","103753958",6,8,2,1,1,0,4,3,9,9,4,3,1,1.33333333333333,0.25,0.75,1,1
"NW_021938838.1","LOC103753929","103753929",0,1,0,0,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1
"NW_021938838.1","LOC108641382","108641382",1,3,2,1,0,0,25,4,3,4,25,4,0.75,6.25,0.88,0.12,0.0301017767810937,1
"NW_021938838.1","CARMIL2","103753959",16,27,1,3,0,1,2,12,17,31,2,12,0.548387096774194,0.166666666666667,-2.29032258064516,3.29032258064516,0.191961538860101,1
"NW_021938838.1","CTCF","103753930",3,6,1,1,0,0,2,6,4,7,2,6,0.571428571428571,0.333333333333333,-0.714285714285714,1.71428571428571,1,1
"NW_021938838.1","RIPOR1","103753960",11,15,3,8,0,2,1,5,14,25,1,5,0.56,0.2,-1.8,2.8,0.646715309647811,1
"NW_021938838.1","LOC103753961","103753961",4,6,0,1,0,0,0,0,4,7,0,0,0.571428571428571,NA,NA,NA,NA,NA
"NW_021938838.1","LOC103753931","103753931",1,1,0,1,0,0,0,0,1,2,0,0,0.5,NA,NA,NA,NA,NA
"NW_021938838.1","LOC108641430","108641430",4,3,3,3,3,0,0,0,10,6,0,0,1.66666666666667,NA,NA,NA,NA,NA
"NW_021938838.1","LCAT","103763528",1,5,0,1,0,1,1,4,1,7,1,4,0.142857142857143,0.25,0.428571428571429,0.571428571428571,1,1
"NW_021938838.1","KIAA0895L","103763533",1,8,0,1,0,1,0,2,1,10,0,2,0.1,0,-Inf,Inf,1,1
"NW_021938838.1","TMEM208","103763529",0,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"NW_021938838.1","ELMO3","103763534",1,0,0,3,0,0,1,6,1,3,1,6,0.333333333333333,0.166666666666667,-1,2,1,1
"NW_021938838.1","E2F4","103763535",1,3,0,0,0,0,1,3,1,3,1,3,0.333333333333333,0.333333333333333,0,1,1,1
"NW_021938838.1","EXOC3L1","103763530",4,5,0,3,0,0,5,9,4,8,5,9,0.5,0.555555555555556,0.1,0.9,1,1
"NW_021938838.1","CTRL","103763536",3,7,0,0,0,0,5,3,3,7,5,3,0.428571428571429,1.66666666666667,0.742857142857143,0.257142857142857,0.34156040038393,1
"NW_021938838.1","PSKH1","103763537",4,9,0,1,0,0,0,2,4,10,0,2,0.4,0,-Inf,Inf,1,1
"NW_021938838.1","NRN1L","108641455",1,0,0,0,0,0,0,2,1,0,0,2,Inf,0,-Inf,Inf,0.333333333333333,1
"NW_021938838.1","EDC4","103763538",0,8,0,7,0,0,1,11,0,15,1,11,0,0.0909090909090909,1,0,0.444444444444444,1
"NW_021938838.1","NUTF2","103763532",0,0,0,1,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"NW_021938838.1","LOC108641835","108641835",1,1,0,1,0,0,0,2,1,2,0,2,0.5,0,-Inf,Inf,1,1
"NW_021938838.1","LOC108641836","108641836",1,0,0,0,0,0,0,1,1,0,0,1,Inf,0,-Inf,Inf,1,1
"NW_021938838.1","LOC103758019","103758019",5,1,0,2,0,0,11,9,5,3,11,9,1.66666666666667,1.22222222222222,-0.363636363636364,1.36363636363636,1,1
"NW_021938838.1","CX3CL1","103758018",11,4,3,1,0,0,14,6,14,5,14,6,2.8,2.33333333333333,-0.2,1.2,1,1
"NW_021938838.1","LOC103758017","103758017",0,1,1,0,0,0,1,0,1,1,1,0,1,Inf,1,0,1,1
"NW_021938838.1","LOC103757995","103757995",2,2,0,0,0,0,1,0,2,2,1,0,1,Inf,1,0,1,1
"NW_021938838.1","RANBP10","103758016",1,4,0,0,0,0,0,7,1,4,0,7,0.25,0,-Inf,Inf,0.416666666666667,1
"NW_021938838.1","CENPT","103758015",7,6,0,1,0,1,9,10,7,8,9,10,0.875,0.9,0.0277777777777778,0.972222222222222,1,1
"NW_021938838.1","PLLP","103758014",1,6,0,0,1,0,1,0,2,6,1,0,0.333333333333333,Inf,1,0,0.333333333333333,1
"NW_021938838.1","ARL2BP","103757994",0,3,0,1,0,0,0,3,0,4,0,3,0,0,NA,NA,NA,NA
"NW_021938838.1","RSPRY1","103757993",2,1,0,0,0,0,0,8,2,1,0,8,2,0,-Inf,Inf,0.0545454545454546,1
"NW_021938838.1","FAM192A","103757992",0,4,0,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","CPNE2","103757991",1,3,0,0,0,0,2,7,1,3,2,7,0.333333333333333,0.285714285714286,-0.166666666666667,1.16666666666667,1,1
"NW_021938838.1","NLRC5","103758013",11,25,9,4,0,0,18,14,20,29,18,14,0.689655172413793,1.28571428571429,0.46360153256705,0.53639846743295,0.254753189591285,1
"NW_021938838.1","CETP","103757990",4,11,0,3,0,1,6,7,4,15,6,7,0.266666666666667,0.857142857142857,0.688888888888889,0.311111111111111,0.243932872273541,1
"NW_021938838.1","HERPUD1","103758012",5,1,1,0,0,0,3,4,6,1,3,4,6,0.75,-7,8,0.265734265734266,1
"NW_021938838.1","LOC103758011","103758011",3,4,1,3,0,0,0,2,4,7,0,2,0.571428571428571,0,-Inf,Inf,1,1
"NW_021938838.1","ENKD1","103757989",5,4,0,0,0,0,2,5,5,4,2,5,1.25,0.4,-2.125,3.125,0.357517482517483,1
"NW_021938838.1","GFOD2","103757988",1,3,0,0,0,0,0,10,1,3,0,10,0.333333333333333,0,-Inf,Inf,0.285714285714286,1
"NW_021938838.1","CIAPIN1","103757986",3,7,0,0,0,0,1,1,3,7,1,1,0.428571428571429,1,0.571428571428571,0.428571428571429,1,1
"NW_021938838.1","COQ9","103758010",3,5,0,0,0,0,1,4,3,5,1,4,0.6,0.25,-1.4,2.4,1,1
"NW_021938838.1","POLR2C","103758007",0,6,0,0,0,0,0,3,0,6,0,3,0,0,NA,NA,NA,NA
"NW_021938838.1","DOK4","103757985",1,3,0,0,0,0,0,4,1,3,0,4,0.333333333333333,0,-Inf,Inf,1,1
"NW_021938838.1","CCDC102A","103758006",0,1,0,3,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","ADGRG1","103757984",8,8,2,5,0,0,7,16,10,13,7,16,0.769230769230769,0.4375,-0.758241758241758,1.75824175824176,0.542000529796259,1
"NW_021938838.1","ADGRG3","103758005",10,6,0,2,0,0,17,15,10,8,17,15,1.25,1.13333333333333,-0.102941176470588,1.10294117647059,1,1
"NW_021938838.1","LOC103758004","103758004",8,3,0,2,0,0,10,13,8,5,10,13,1.6,0.769230769230769,-1.08,2.08,0.488676307007786,1
"NW_021938838.1","DRC7","103758003",4,5,0,5,0,0,7,10,4,10,7,10,0.4,0.7,0.428571428571429,0.571428571428571,0.707380718243029,1
"NW_021938838.1","KATNB1","103757983",3,4,0,4,0,0,0,5,3,8,0,5,0.375,0,-Inf,Inf,0.508928571428571,1
"NW_021938838.1","KIFC3","103758002",1,12,1,5,0,0,0,5,2,17,0,5,0.117647058823529,0,-Inf,Inf,1,1
"NW_021938838.1","CNGB1","103758001",10,24,2,3,0,0,4,10,12,27,4,10,0.444444444444444,0.4,-0.111111111111111,1.11111111111111,1,1
"NW_021938838.1","ZNF319","103757981",3,6,0,2,0,0,0,5,3,8,0,5,0.375,0,-Inf,Inf,0.508928571428571,1
"NW_021938838.1","MMP15","103757980",1,4,0,0,0,0,1,8,1,4,1,8,0.25,0.125,-1,2,1,1
"NW_021938838.1","CFAP20","103758000",5,1,0,0,0,0,0,2,5,1,0,2,5,0,-Inf,Inf,0.107142857142857,1
"NW_021938838.1","CSNK2A2","103757999",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","GINS3","103757998",0,0,1,0,0,0,0,2,1,0,0,2,Inf,0,-Inf,Inf,0.333333333333333,1
"NW_021938838.1","NDRG4","103757978",0,6,0,1,0,1,0,0,0,8,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","WWOX","103757977",3,6,1,2,0,0,1,4,4,8,1,4,0.5,0.25,-1,2,1,1
"NW_021938838.1","CDYL2","103756680",0,1,0,1,0,0,1,11,0,2,1,11,0,0.0909090909090909,1,0,1,1
"NW_021938838.1","CMC2","103756672",1,0,0,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA
"NW_021938838.1","CENPN","103756679",3,7,0,0,0,0,4,8,3,7,4,8,0.428571428571429,0.5,0.142857142857143,0.857142857142857,1,1
"NW_021938838.1","ATMIN","103756671",1,5,0,1,0,0,1,9,1,6,1,9,0.166666666666667,0.111111111111111,-0.5,1.5,1,1
"NW_021938838.1","LOC115308063","115308063",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","GCSH","103765599",0,0,0,0,0,0,1,0,0,0,1,0,NA,Inf,NA,NA,NA,NA
"NW_021938838.1","PKD1L2","103756678",21,24,5,8,0,0,23,23,26,32,23,23,0.8125,1,0.1875,0.8125,0.693334955137313,1
"NW_021938838.1","BCO1","103756670",0,5,1,2,0,0,14,4,1,7,14,4,0.142857142857143,3.5,0.959183673469388,0.0408163265306122,0.00327407146629115,1
"NW_021938838.1","GAN","103756677",0,10,0,0,0,0,0,5,0,10,0,5,0,0,NA,NA,NA,NA
"NW_021938838.1","CMIP","103756676",2,4,1,2,0,0,1,3,3,6,1,3,0.5,0.333333333333333,-0.5,1.5,1,1
"NW_021938838.1","PLCG2","103756669",0,9,0,1,0,0,3,5,0,10,3,5,0,0.6,1,0,0.0686274509803921,1
"NW_021938838.1","SDR42E1","103756675",2,1,1,1,0,0,2,5,3,2,2,5,1.5,0.4,-2.75,3.75,0.558080808080808,1
"NW_021938838.1","HSD17B2","103756674",1,5,1,1,0,0,5,1,2,6,5,1,0.333333333333333,5,0.933333333333333,0.0666666666666667,0.102564102564103,1
"NW_021938838.1","LOC103758718","103758718",1,4,0,0,0,0,1,4,1,4,1,4,0.25,0.25,0,1,1,1
"NW_021938838.1","LOC103758728","103758728",1,1,1,0,0,0,3,1,2,1,3,1,2,3,0.333333333333333,0.666666666666667,1,1
"NW_021938838.1","LOC103758738","103758738",1,6,0,2,0,0,1,8,1,8,1,8,0.125,0.125,0,1,1,1
"NW_021938838.1","MPHOSPH6","103758749",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021938838.1","CDH13","103758852",1,9,0,0,0,1,1,10,1,10,1,10,0.1,0.1,0,1,1,1
"NW_021938838.1","MLYCD","103758862",1,1,0,1,0,0,1,2,1,2,1,2,0.5,0.5,0,1,1,1
"NW_021938838.1","KCNG4","103758760",1,5,0,2,0,0,1,4,1,7,1,4,0.142857142857143,0.25,0.428571428571429,0.571428571428571,1,1
"NW_021938838.1","WFDC1","103758771",2,1,0,1,0,0,1,1,2,2,1,1,1,1,0,1,1,1
"NW_021938838.1","ATP2C2","103758882",5,15,4,2,0,0,1,6,9,17,1,6,0.529411764705882,0.166666666666667,-2.17647058823529,3.17647058823529,0.396822086268694,1
"NW_021938838.1","MEAK7","103758782",3,6,0,1,0,0,0,8,3,7,0,8,0.428571428571429,0,-Inf,Inf,0.215686274509804,1
"NW_021938838.1","COTL1","103758793",0,1,0,1,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","KLHL36","103758803",0,4,0,3,0,0,1,3,0,7,1,3,0,0.333333333333333,1,0,0.363636363636364,1
"NW_021938838.1","USP10","103758893",3,7,1,0,0,0,0,5,4,7,0,5,0.571428571428571,0,-Inf,Inf,0.244505494505495,1
"NW_021938838.1","CRISPLD2","103758813",4,9,1,2,0,0,0,1,5,11,0,1,0.454545454545455,0,-Inf,Inf,1,1
"NW_021938838.1","LOC103758823","103758823",1,6,1,3,0,1,1,6,2,10,1,6,0.2,0.166666666666667,-0.2,1.2,1,1
"NW_021938838.1","ZDHHC7","103758834",0,5,0,0,0,0,0,1,0,5,0,1,0,0,NA,NA,NA,NA
"NW_021938838.1","LOC108642216","108642216",3,2,1,2,0,0,2,1,4,4,2,1,1,2,0.5,0.5,1,1
"NW_021938838.1","LOC115308064","115308064",4,0,1,0,0,0,2,0,5,0,2,0,Inf,Inf,NA,NA,NA,NA
"NW_021938838.1","MTHFSD","103761091",1,3,0,0,0,0,0,1,1,3,0,1,0.333333333333333,0,-Inf,Inf,1,1
"NW_021938838.1","IRF8","103761089",2,7,1,1,0,0,3,5,3,8,3,5,0.375,0.6,0.375,0.625,1,1
"NW_021938838.1","LOC103761087","103761087",3,3,0,0,0,0,1,3,3,3,1,3,1,0.333333333333333,-2,3,0.571428571428572,1
"NW_021938838.1","LOC103761018","103761018",0,1,0,0,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1
"NW_021938838.1","EMC8","103761086",1,1,0,0,0,0,0,1,1,1,0,1,1,0,-Inf,Inf,1,1
"NW_021938838.1","GINS2","103761085",0,2,0,1,0,0,0,1,0,3,0,1,0,0,NA,NA,NA,NA
"NW_021938838.1","GSE1","103761084",5,15,1,3,0,0,3,10,6,18,3,10,0.333333333333333,0.3,-0.111111111111111,1.11111111111111,1,1
"NW_021938838.1","KIAA0513","103761017",0,5,1,1,0,0,1,6,1,6,1,6,0.166666666666667,0.166666666666667,0,1,1,1
"NW_021938838.1","FBXO31","103761015",1,4,0,2,0,0,0,4,1,6,0,4,0.166666666666667,0,-Inf,Inf,1,1
"NW_021938838.1","MAP1LC3B","103761083",0,0,0,1,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1
"NW_021938838.1","ZCCHC14","103761014",4,14,0,2,0,0,3,7,4,16,3,7,0.25,0.428571428571429,0.416666666666667,0.583333333333333,0.657294429708223,1
"NW_021938838.1","JPH3","103761013",2,5,0,3,0,0,0,0,2,8,0,0,0.25,NA,NA,NA,NA,NA
"NW_021938838.1","KLHDC4","103761012",3,2,0,1,0,0,2,5,3,3,2,5,1,0.4,-1.5,2.5,0.592074592074592,1
"NW_021938838.1","SLC7A5","103761010",0,8,0,2,0,0,3,4,0,10,3,4,0,0.75,1,0,0.0514705882352941,1
"NW_021938838.1","CA5A","103761011",0,4,0,0,0,2,1,1,0,6,1,1,0,1,1,0,0.25,1
"NW_021938838.1","BANP","103761008",1,4,0,0,0,0,1,8,1,4,1,8,0.25,0.125,-1,2,1,1
"NW_021938838.1","ZNF469","103761082",28,23,10,16,0,0,77,67,38,39,77,67,0.974358974358974,1.14925373134328,0.152181152181152,0.847818847818848,0.574868863181659,1
"NW_021938838.1","ZFPM1","103761081",3,5,1,3,0,0,4,6,4,8,4,6,0.5,0.666666666666667,0.25,0.75,1,1
"NW_021938838.1","CIDEC","108642929",0,2,0,1,0,0,3,3,0,3,3,3,0,1,1,0,0.464285714285714,1
"NW_021938838.1","ZC3H18","103761007",0,6,0,5,0,0,2,11,0,11,2,11,0,0.181818181818182,1,0,0.481884057971014,1
"NW_021938838.1","IL17C","103761078",0,3,0,0,0,0,1,0,0,3,1,0,0,Inf,1,0,0.25,1
"NW_021938838.1","MVD","103761076",2,0,1,1,0,0,9,15,3,1,9,15,3,0.6,-4,5,0.284981684981685,1
"NW_021938838.1","RNF166","115308075",0,1,0,1,0,0,4,7,0,2,4,7,0,0.571428571428571,1,0,1,1
"NW_021938838.1","CTU2","103761075",2,0,0,2,0,0,8,4,2,2,8,4,1,2,0.5,0.5,0.604395604395604,1
"NW_021938838.1","PIEZO1","103761074",9,19,2,7,0,0,44,33,11,26,44,33,0.423076923076923,1.33333333333333,0.682692307692308,0.317307692307692,0.00890909440812473,1
"NW_021938838.1","CDT1","103761073",5,6,1,0,0,0,4,6,6,6,4,6,1,0.666666666666667,-0.5,1.5,0.691355084543939,1
"NW_021938838.1","APRT","103761072",1,0,0,0,0,0,0,1,1,0,0,1,Inf,0,-Inf,Inf,1,1
"NW_021938838.1","GALNS","103761006",4,5,0,1,0,1,0,5,4,7,0,5,0.571428571428571,0,-Inf,Inf,0.244505494505495,1
"NW_021938838.1","TRAPPC2L","103761071",0,1,0,1,0,0,0,3,0,2,0,3,0,0,NA,NA,NA,NA
"NW_021938838.1","PABPN1L","103761005",0,0,0,0,0,0,8,4,0,0,8,4,NA,2,NA,NA,NA,NA
"NW_021938838.1","CBFA2T3","103761070",1,3,0,3,0,0,1,7,1,6,1,7,0.166666666666667,0.142857142857143,-0.166666666666667,1.16666666666667,1,1
"NW_021938838.1","ACSF3","103761068",2,5,1,2,0,0,3,6,3,7,3,6,0.428571428571429,0.5,0.142857142857143,0.857142857142857,1,1
"NW_021938838.1","CDH15","115308066",3,2,1,4,0,0,9,15,4,6,9,15,0.666666666666667,0.6,-0.111111111111111,1.11111111111111,1,1
"NW_021938838.1","ANKRD11","103761004",12,27,3,10,0,1,9,36,15,38,9,36,0.394736842105263,0.25,-0.578947368421053,1.57894736842105,0.358889501817275,1
"NW_021938838.1","SPG7","103761065",0,4,1,3,0,0,2,5,1,7,2,5,0.142857142857143,0.4,0.642857142857143,0.357142857142857,0.569230769230769,1
"NW_021938838.1","RPL13","103761064",0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021938838.1","CPNE7","103761063",3,2,0,2,0,0,4,14,3,4,4,14,0.75,0.285714285714286,-1.625,2.625,0.355365092573331,1
"NW_021938838.1","LOC103761062","103761062",1,0,0,2,0,0,0,3,1,2,0,3,0.5,0,-Inf,Inf,1,1
"NW_021938838.1","DPEP1","103761061",1,1,0,1,0,0,7,7,1,2,7,7,0.5,1,0.5,0.5,1,1
"NW_021938838.1","CHMP1A","103761060",1,2,0,0,0,0,1,4,1,2,1,4,0.5,0.25,-1,2,1,1
"NW_021938838.1","CDK10","103761059",0,0,0,2,0,0,1,3,0,2,1,3,0,0.333333333333333,1,0,1,1
"NW_021938838.1","SPATA2L","103761057",4,2,1,0,0,0,2,3,5,2,2,3,2.5,0.666666666666667,-2.75,3.75,0.558080808080808,1
